Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Biological Process	GO:0021697	20
Gene Ontology Biological Process	GO:0021700	247
Gene Ontology Biological Process	GO:0021702	10
Gene Ontology Biological Process	GO:0021756	16
Gene Ontology Biological Process	GO:0021761	102
Gene Ontology Biological Process	GO:0021762	43
Gene Ontology Biological Process	GO:0021766	76
Gene Ontology Biological Process	GO:0021772	32
Gene Ontology Biological Process	GO:0021781	12
Gene Ontology Biological Process	GO:0021782	84
Gene Ontology Biological Process	GO:0021783	16
Gene Ontology Biological Process	GO:0021794	15
Gene Ontology Biological Process	GO:0021795	43
Gene Ontology Biological Process	GO:0021799	31
Gene Ontology Biological Process	GO:0021801	23
Gene Ontology Biological Process	GO:0021819	13
Gene Ontology Biological Process	GO:0021826	10
Gene Ontology Biological Process	GO:0021843	10
Gene Ontology Biological Process	GO:0021846	27
Gene Ontology Biological Process	GO:0021854	22
Gene Ontology Biological Process	GO:0021859	10
Gene Ontology Biological Process	GO:0021871	24
Gene Ontology Biological Process	GO:0021872	63
Gene Ontology Biological Process	GO:0021877	10
Gene Ontology Biological Process	GO:0021879	55
Gene Ontology Biological Process	GO:0021884	31
Gene Ontology Biological Process	GO:0021885	59
Gene Ontology Biological Process	GO:0021889	13
Gene Ontology Biological Process	GO:0021892	12
Gene Ontology Biological Process	GO:0021895	22
Gene Ontology Biological Process	GO:0021903	11
Gene Ontology Biological Process	GO:0021904	24
Gene Ontology Biological Process	GO:0021915	156
Gene Ontology Biological Process	GO:0021924	10
Gene Ontology Biological Process	GO:0021930	10
Gene Ontology Biological Process	GO:0021932	10
Gene Ontology Biological Process	GO:0021936	10
Gene Ontology Biological Process	GO:0021952	22
Gene Ontology Biological Process	GO:0021953	173
Gene Ontology Biological Process	GO:0021954	70
Gene Ontology Biological Process	GO:0021955	28
Gene Ontology Biological Process	GO:0021978	12
Gene Ontology Biological Process	GO:0021983	42
Gene Ontology Biological Process	GO:0021984	14
Gene Ontology Biological Process	GO:0021987	108
Gene Ontology Biological Process	GO:0021988	33
Gene Ontology Biological Process	GO:0022008	1444
Gene Ontology Biological Process	GO:0022010	15
Gene Ontology Biological Process	GO:0022011	23
Gene Ontology Biological Process	GO:0022029	56
Gene Ontology Biological Process	GO:0022030	23
Gene Ontology Biological Process	GO:0022037	99
Gene Ontology Biological Process	GO:0022038	14
Gene Ontology Biological Process	GO:0022400	28
Gene Ontology Biological Process	GO:0022401	15
Gene Ontology Biological Process	GO:0022402	1317
Gene Ontology Biological Process	GO:0022404	89
Gene Ontology Biological Process	GO:0022405	89
Gene Ontology Biological Process	GO:0022406	173
Gene Ontology Biological Process	GO:0022407	394
Gene Ontology Biological Process	GO:0022408	137
Gene Ontology Biological Process	GO:0022409	249
Gene Ontology Biological Process	GO:0022410	26
Gene Ontology Biological Process	GO:0022411	518
Gene Ontology Biological Process	GO:0022412	273
Gene Ontology Biological Process	GO:0022414	1364
Gene Ontology Biological Process	GO:0022600	92
Gene Ontology Biological Process	GO:0022602	82
Gene Ontology Biological Process	GO:0022603	933
Gene Ontology Biological Process	GO:0022604	424
Gene Ontology Biological Process	GO:0022607	2683
Gene Ontology Biological Process	GO:0022610	1350
Gene Ontology Biological Process	GO:0022612	120
Gene Ontology Biological Process	GO:0022613	443
Gene Ontology Biological Process	GO:0022616	23
Gene Ontology Biological Process	GO:0022617	90
Gene Ontology Biological Process	GO:0022618	193
Gene Ontology Biological Process	GO:0022898	197
Gene Ontology Biological Process	GO:0022900	101
Gene Ontology Biological Process	GO:0022904	99
Gene Ontology Biological Process	GO:0023014	896
Gene Ontology Biological Process	GO:0023019	18
Gene Ontology Biological Process	GO:0023051	3087
Gene Ontology Biological Process	GO:0023052	6249
Gene Ontology Biological Process	GO:0023056	1564
Gene Ontology Biological Process	GO:0023057	1218
Gene Ontology Biological Process	GO:0023058	17
Gene Ontology Biological Process	GO:0023061	414
Gene Ontology Biological Process	GO:0030001	821
Gene Ontology Biological Process	GO:0030002	13
Gene Ontology Biological Process	GO:0030003	572
Gene Ontology Biological Process	GO:0030004	106
Gene Ontology Biological Process	GO:0030010	103
Gene Ontology Biological Process	GO:0030011	17
Gene Ontology Biological Process	GO:0030029	664
Gene Ontology Biological Process	GO:0030030	1336
Gene Ontology Biological Process	GO:0030031	511
Gene Ontology Biological Process	GO:0030032	58
Gene Ontology Biological Process	GO:0030033	16
Gene Ontology Biological Process	GO:0030036	579
Gene Ontology Biological Process	GO:0030038	82
Gene Ontology Biological Process	GO:0030041	156
Gene Ontology Biological Process	GO:0030042	53
Gene Ontology Biological Process	GO:0030048	121
Gene Ontology Biological Process	GO:0030049	39
Gene Ontology Biological Process	GO:0030071	44
Gene Ontology Biological Process	GO:0030072	237
Gene Ontology Biological Process	GO:0030073	199
Gene Ontology Biological Process	GO:0030097	720
Gene Ontology Biological Process	GO:0030098	316
Gene Ontology Biological Process	GO:0030099	333
Gene Ontology Biological Process	GO:0030100	206
Gene Ontology Biological Process	GO:0030101	76
Gene Ontology Biological Process	GO:0030104	67
Gene Ontology Biological Process	GO:0030111	311
Gene Ontology Biological Process	GO:0030148	83
Gene Ontology Biological Process	GO:0030149	21
Gene Ontology Biological Process	GO:0030150	17
Gene Ontology Biological Process	GO:0030154	3807
Gene Ontology Biological Process	GO:0030155	645
Gene Ontology Biological Process	GO:0030157	13
Gene Ontology Biological Process	GO:0030162	715
Gene Ontology Biological Process	GO:0030163	815
Gene Ontology Biological Process	GO:0030166	59
Gene Ontology Biological Process	GO:0030168	159
Gene Ontology Biological Process	GO:0030177	154
Gene Ontology Biological Process	GO:0030178	198
Gene Ontology Biological Process	GO:0030182	1226
Gene Ontology Biological Process	GO:0030183	115
Gene Ontology Biological Process	GO:0030193	84
Gene Ontology Biological Process	GO:0030194	25
Gene Ontology Biological Process	GO:0030195	48
Gene Ontology Biological Process	GO:0030198	315
Gene Ontology Biological Process	GO:0030199	39
Gene Ontology Biological Process	GO:0030201	31
Gene Ontology Biological Process	GO:0030203	162
Gene Ontology Biological Process	GO:0030204	41
Gene Ontology Biological Process	GO:0030205	13
Gene Ontology Biological Process	GO:0030206	25
Gene Ontology Biological Process	GO:0030207	14
Gene Ontology Biological Process	GO:0030208	12
Gene Ontology Biological Process	GO:0030212	36
Gene Ontology Biological Process	GO:0030213	13
Gene Ontology Biological Process	GO:0030214	15
Gene Ontology Biological Process	GO:0030216	290
Gene Ontology Biological Process	GO:0030217	216
Gene Ontology Biological Process	GO:0030218	96
Gene Ontology Biological Process	GO:0030219	49
Gene Ontology Biological Process	GO:0030220	19
Gene Ontology Biological Process	GO:0030224	33
Gene Ontology Biological Process	GO:0030225	36
Gene Ontology Biological Process	GO:0030238	14
Gene Ontology Biological Process	GO:0030239	59
Gene Ontology Biological Process	GO:0030252	16
Gene Ontology Biological Process	GO:0030258	269
Gene Ontology Biological Process	GO:0030260	129
Gene Ontology Biological Process	GO:0030261	34
Gene Ontology Biological Process	GO:0030262	29
Gene Ontology Biological Process	GO:0030277	17
Gene Ontology Biological Process	GO:0030278	184
Gene Ontology Biological Process	GO:0030279	73
Gene Ontology Biological Process	GO:0030282	99
Gene Ontology Biological Process	GO:0030299	14
Gene Ontology Biological Process	GO:0030301	77
Gene Ontology Biological Process	GO:0030307	154
Gene Ontology Biological Process	GO:0030308	158
Gene Ontology Biological Process	GO:0030316	86
Gene Ontology Biological Process	GO:0030317	75
Gene Ontology Biological Process	GO:0030318	24
Gene Ontology Biological Process	GO:0030320	13
Gene Ontology Biological Process	GO:0030323	176
Gene Ontology Biological Process	GO:0030324	172
Gene Ontology Biological Process	GO:0030325	20
Gene Ontology Biological Process	GO:0030326	125
Gene Ontology Biological Process	GO:0030330	107
Gene Ontology Biological Process	GO:0030334	674
Gene Ontology Biological Process	GO:0030335	395
Gene Ontology Biological Process	GO:0030336	214
Gene Ontology Biological Process	GO:0030397	48
Gene Ontology Biological Process	GO:0030431	35
Gene Ontology Biological Process	GO:0030432	10
Gene Ontology Biological Process	GO:0030433	73
Gene Ontology Biological Process	GO:0030449	31
Gene Ontology Biological Process	GO:0030488	27
Gene Ontology Biological Process	GO:0030490	50
Gene Ontology Biological Process	GO:0030497	11
Gene Ontology Biological Process	GO:0030500	68
Gene Ontology Biological Process	GO:0030501	35
Gene Ontology Biological Process	GO:0030502	19
Gene Ontology Biological Process	GO:0030509	148
Gene Ontology Biological Process	GO:0030510	82
Gene Ontology Biological Process	GO:0030511	25
Gene Ontology Biological Process	GO:0030512	65
Gene Ontology Biological Process	GO:0030513	32
Gene Ontology Biological Process	GO:0030514	46
Gene Ontology Biological Process	GO:0030516	76
Gene Ontology Biological Process	GO:0030517	24
Gene Ontology Biological Process	GO:0030518	129
Gene Ontology Biological Process	GO:0030520	51
Gene Ontology Biological Process	GO:0030521	66
Gene Ontology Biological Process	GO:0030522	272
Gene Ontology Biological Process	GO:0030534	142
Gene Ontology Biological Process	GO:0030539	22
Gene Ontology Biological Process	GO:0030540	17
Gene Ontology Biological Process	GO:0030574	68
Gene Ontology Biological Process	GO:0030575	11
Gene Ontology Biological Process	GO:0030593	88
Gene Ontology Biological Process	GO:0030595	191
Gene Ontology Biological Process	GO:0030641	92
Gene Ontology Biological Process	GO:0030656	12
Gene Ontology Biological Process	GO:0030705	142
Gene Ontology Biological Process	GO:0030728	21
Gene Ontology Biological Process	GO:0030730	15
Gene Ontology Biological Process	GO:0030799	163
Gene Ontology Biological Process	GO:0030800	46
Gene Ontology Biological Process	GO:0030801	109
Gene Ontology Biological Process	GO:0030802	142
Gene Ontology Biological Process	GO:0030803	42
Gene Ontology Biological Process	GO:0030804	100
Gene Ontology Biological Process	GO:0030808	152
Gene Ontology Biological Process	GO:0030809	45
Gene Ontology Biological Process	GO:0030810	107
Gene Ontology Biological Process	GO:0030814	138
Gene Ontology Biological Process	GO:0030815	44
Gene Ontology Biological Process	GO:0030816	89
Gene Ontology Biological Process	GO:0030817	122
Gene Ontology Biological Process	GO:0030818	40
Gene Ontology Biological Process	GO:0030819	82
Gene Ontology Biological Process	GO:0030823	28
Gene Ontology Biological Process	GO:0030825	21
Gene Ontology Biological Process	GO:0030826	22
Gene Ontology Biological Process	GO:0030828	19
Gene Ontology Biological Process	GO:0030832	162
Gene Ontology Biological Process	GO:0030833	142
Gene Ontology Biological Process	GO:0030834	50
Gene Ontology Biological Process	GO:0030835	41
Gene Ontology Biological Process	GO:0030836	12
Gene Ontology Biological Process	GO:0030837	51
Gene Ontology Biological Process	GO:0030838	91
Gene Ontology Biological Process	GO:0030850	45
Gene Ontology Biological Process	GO:0030851	29
Gene Ontology Biological Process	GO:0030852	14
Gene Ontology Biological Process	GO:0030855	720
Gene Ontology Biological Process	GO:0030856	123
Gene Ontology Biological Process	GO:0030857	37
Gene Ontology Biological Process	GO:0030858	55
Gene Ontology Biological Process	GO:0030859	12
Gene Ontology Biological Process	GO:0030865	34
Gene Ontology Biological Process	GO:0030866	29
Gene Ontology Biological Process	GO:0030878	24
Gene Ontology Biological Process	GO:0030879	131
Gene Ontology Biological Process	GO:0030888	56
Gene Ontology Biological Process	GO:0030889	15
Gene Ontology Biological Process	GO:0030890	38
Gene Ontology Biological Process	GO:0030900	361
Gene Ontology Biological Process	GO:0030901	95
Gene Ontology Biological Process	GO:0030902	142
Gene Ontology Biological Process	GO:0030903	19
Gene Ontology Biological Process	GO:0030947	26
Gene Ontology Biological Process	GO:0030949	15
Gene Ontology Biological Process	GO:0030968	125
Gene Ontology Biological Process	GO:0030970	28
Gene Ontology Biological Process	GO:0031000	16
Gene Ontology Biological Process	GO:0031016	73
Gene Ontology Biological Process	GO:0031018	44
Gene Ontology Biological Process	GO:0031023	119
Gene Ontology Biological Process	GO:0031032	165
Gene Ontology Biological Process	GO:0031033	15
Gene Ontology Biological Process	GO:0031034	14
Gene Ontology Biological Process	GO:0031047	161
Gene Ontology Biological Process	GO:0031050	35
Gene Ontology Biological Process	GO:0031054	13
Gene Ontology Biological Process	GO:0031055	46
Gene Ontology Biological Process	GO:0031056	130
Gene Ontology Biological Process	GO:0031057	39
Gene Ontology Biological Process	GO:0031058	82
Gene Ontology Biological Process	GO:0031060	60
Gene Ontology Biological Process	GO:0031061	19
Gene Ontology Biological Process	GO:0031062	34
Gene Ontology Biological Process	GO:0031063	25
Gene Ontology Biological Process	GO:0031065	16
Gene Ontology Biological Process	GO:0031069	27
Gene Ontology Biological Process	GO:0031076	35
Gene Ontology Biological Process	GO:0031098	257
Gene Ontology Biological Process	GO:0031099	173
Gene Ontology Biological Process	GO:0031100	77
Gene Ontology Biological Process	GO:0031102	50
Gene Ontology Biological Process	GO:0031103	41
Gene Ontology Biological Process	GO:0031109	84
Gene Ontology Biological Process	GO:0031110	54
Gene Ontology Biological Process	GO:0031111	26
Gene Ontology Biological Process	GO:0031112	23
Gene Ontology Biological Process	GO:0031113	32
Gene Ontology Biological Process	GO:0031114	18
Gene Ontology Biological Process	GO:0031115	10
Gene Ontology Biological Process	GO:0031116	20
Gene Ontology Biological Process	GO:0031122	45
Gene Ontology Biological Process	GO:0031123	115
Gene Ontology Biological Process	GO:0031124	89
Gene Ontology Biological Process	GO:0031125	10
Gene Ontology Biological Process	GO:0031128	30
Gene Ontology Biological Process	GO:0031145	81
Gene Ontology Biological Process	GO:0031146	72
Gene Ontology Biological Process	GO:0031163	18
Gene Ontology Biological Process	GO:0031167	24
Gene Ontology Biological Process	GO:0031175	830
Gene Ontology Biological Process	GO:0031214	130
Gene Ontology Biological Process	GO:0031223	13
Gene Ontology Biological Process	GO:0031268	17
Gene Ontology Biological Process	GO:0031269	16
Gene Ontology Biological Process	GO:0031272	14
Gene Ontology Biological Process	GO:0031274	13
Gene Ontology Biological Process	GO:0031279	93
Gene Ontology Biological Process	GO:0031280	30
Gene Ontology Biological Process	GO:0031281	63
Gene Ontology Biological Process	GO:0031282	13
Gene Ontology Biological Process	GO:0031284	11
Gene Ontology Biological Process	GO:0031290	21
Gene Ontology Biological Process	GO:0031293	16
Gene Ontology Biological Process	GO:0031294	82
Gene Ontology Biological Process	GO:0031295	79
Gene Ontology Biological Process	GO:0031297	27
Gene Ontology Biological Process	GO:0031323	5915
Gene Ontology Biological Process	GO:0031324	2402
Gene Ontology Biological Process	GO:0031325	2896
Gene Ontology Biological Process	GO:0031326	4286
Gene Ontology Biological Process	GO:0031327	1481
Gene Ontology Biological Process	GO:0031328	1750
Gene Ontology Biological Process	GO:0031329	621
Gene Ontology Biological Process	GO:0031330	148
Gene Ontology Biological Process	GO:0031331	358
Gene Ontology Biological Process	GO:0031333	118
Gene Ontology Biological Process	GO:0031334	226
Gene Ontology Biological Process	GO:0031338	70
Gene Ontology Biological Process	GO:0031341	58
Gene Ontology Biological Process	GO:0031342	16
Gene Ontology Biological Process	GO:0031343	37
Gene Ontology Biological Process	GO:0031344	545
Gene Ontology Biological Process	GO:0031345	145
Gene Ontology Biological Process	GO:0031346	318
Gene Ontology Biological Process	GO:0031347	678
Gene Ontology Biological Process	GO:0031348	151
Gene Ontology Biological Process	GO:0031349	420
Gene Ontology Biological Process	GO:0031365	28
Gene Ontology Biological Process	GO:0031396	260
Gene Ontology Biological Process	GO:0031397	136
Gene Ontology Biological Process	GO:0031398	182
Gene Ontology Biological Process	GO:0031399	1664
Gene Ontology Biological Process	GO:0031400	591
Gene Ontology Biological Process	GO:0031401	1141
Gene Ontology Biological Process	GO:0031424	222
Gene Ontology Biological Process	GO:0031440	20
Gene Ontology Biological Process	GO:0031468	17
Gene Ontology Biological Process	GO:0031497	161
Gene Ontology Biological Process	GO:0031498	20
Gene Ontology Biological Process	GO:0031503	122
Gene Ontology Biological Process	GO:0031507	12
Gene Ontology Biological Process	GO:0031529	43
Gene Ontology Biological Process	GO:0031532	87
Gene Ontology Biological Process	GO:0031570	161
Gene Ontology Biological Process	GO:0031571	70
Gene Ontology Biological Process	GO:0031572	36
Gene Ontology Biological Process	GO:0031573	16
Gene Ontology Biological Process	GO:0031577	36
Gene Ontology Biological Process	GO:0031579	23
Gene Ontology Biological Process	GO:0031581	11
Gene Ontology Biological Process	GO:0031589	305
Gene Ontology Biological Process	GO:0031623	83
Gene Ontology Biological Process	GO:0031629	15
Gene Ontology Biological Process	GO:0031638	42
Gene Ontology Biological Process	GO:0031639	23
Gene Ontology Biological Process	GO:0031640	30
Gene Ontology Biological Process	GO:0031641	31
Gene Ontology Biological Process	GO:0031643	11
Gene Ontology Biological Process	GO:0031644	67
Gene Ontology Biological Process	GO:0031645	16
Gene Ontology Biological Process	GO:0031646	22
Gene Ontology Biological Process	GO:0031647	238
Gene Ontology Biological Process	GO:0031648	38
Gene Ontology Biological Process	GO:0031649	17
Gene Ontology Biological Process	GO:0031650	12
Gene Ontology Biological Process	GO:0031652	10
Gene Ontology Biological Process	GO:0031663	50
Gene Ontology Biological Process	GO:0031664	20
Gene Ontology Biological Process	GO:0031665	10
Gene Ontology Biological Process	GO:0031667	411
Gene Ontology Biological Process	GO:0031668	203
Gene Ontology Biological Process	GO:0031669	174
Gene Ontology Biological Process	GO:0031670	39
Gene Ontology Biological Process	GO:0031848	10
Gene Ontology Biological Process	GO:0031929	102
Gene Ontology Biological Process	GO:0031935	21
Gene Ontology Biological Process	GO:0031952	41
Gene Ontology Biological Process	GO:0031953	11
Gene Ontology Biological Process	GO:0031954	26
Gene Ontology Biological Process	GO:0031958	17
Gene Ontology Biological Process	GO:0031960	161
Gene Ontology Biological Process	GO:0031987	10
Gene Ontology Biological Process	GO:0031998	16
Gene Ontology Biological Process	GO:0032006	87
Gene Ontology Biological Process	GO:0032007	43
Gene Ontology Biological Process	GO:0032008	32
Gene Ontology Biological Process	GO:0032011	16
Gene Ontology Biological Process	GO:0032012	16
Gene Ontology Biological Process	GO:0032024	65
Gene Ontology Biological Process	GO:0032025	10
Gene Ontology Biological Process	GO:0032026	18
Gene Ontology Biological Process	GO:0032042	18
Gene Ontology Biological Process	GO:0032048	14
Gene Ontology Biological Process	GO:0032060	10
Gene Ontology Biological Process	GO:0032069	26
Gene Ontology Biological Process	GO:0032070	10
Gene Ontology Biological Process	GO:0032075	15
Gene Ontology Biological Process	GO:0032088	68
Gene Ontology Biological Process	GO:0032091	82
Gene Ontology Biological Process	GO:0032092	80
Gene Ontology Biological Process	GO:0032094	37
Gene Ontology Biological Process	GO:0032095	18
Gene Ontology Biological Process	GO:0032096	11
Gene Ontology Biological Process	GO:0032098	24
Gene Ontology Biological Process	GO:0032099	11
Gene Ontology Biological Process	GO:0032101	684
Gene Ontology Biological Process	GO:0032102	254
Gene Ontology Biological Process	GO:0032103	261
Gene Ontology Biological Process	GO:0032104	24
Gene Ontology Biological Process	GO:0032105	13
Gene Ontology Biological Process	GO:0032107	24
Gene Ontology Biological Process	GO:0032108	13
Gene Ontology Biological Process	GO:0032119	12
Gene Ontology Biological Process	GO:0032147	298
Gene Ontology Biological Process	GO:0032148	26
Gene Ontology Biological Process	GO:0032196	18
Gene Ontology Biological Process	GO:0032200	162
Gene Ontology Biological Process	GO:0032204	73
Gene Ontology Biological Process	GO:0032205	32
Gene Ontology Biological Process	GO:0032206	49
Gene Ontology Biological Process	GO:0032210	48
Gene Ontology Biological Process	GO:0032211	16
Gene Ontology Biological Process	GO:0032212	33
Gene Ontology Biological Process	GO:0032225	16
Gene Ontology Biological Process	GO:0032228	32
Gene Ontology Biological Process	GO:0032230	13
Gene Ontology Biological Process	GO:0032231	84
Gene Ontology Biological Process	GO:0032232	24
Gene Ontology Biological Process	GO:0032233	52
Gene Ontology Biological Process	GO:0032239	13
Gene Ontology Biological Process	GO:0032259	347
Gene Ontology Biological Process	GO:0032268	2354
Gene Ontology Biological Process	GO:0032269	1013
Gene Ontology Biological Process	GO:0032270	1433
Gene Ontology Biological Process	GO:0032271	176
Gene Ontology Biological Process	GO:0032272	62
Gene Ontology Biological Process	GO:0032273	112
Gene Ontology Biological Process	GO:0032274	14
Gene Ontology Biological Process	GO:0032276	11
Gene Ontology Biological Process	GO:0032288	18
Gene Ontology Biological Process	GO:0032291	15
Gene Ontology Biological Process	GO:0032292	23
Gene Ontology Biological Process	GO:0032303	17
Gene Ontology Biological Process	GO:0032305	15
Gene Ontology Biological Process	GO:0032306	10
Gene Ontology Biological Process	GO:0032308	10
Gene Ontology Biological Process	GO:0032309	43
Gene Ontology Biological Process	GO:0032310	13
Gene Ontology Biological Process	GO:0032328	10
Gene Ontology Biological Process	GO:0032329	10
Gene Ontology Biological Process	GO:0032330	47
Gene Ontology Biological Process	GO:0032331	21
Gene Ontology Biological Process	GO:0032332	19
Gene Ontology Biological Process	GO:0032350	26
Gene Ontology Biological Process	GO:0032352	11
Gene Ontology Biological Process	GO:0032354	16
Gene Ontology Biological Process	GO:0032355	126
Gene Ontology Biological Process	GO:0032365	30
Gene Ontology Biological Process	GO:0032366	17
Gene Ontology Biological Process	GO:0032367	17
Gene Ontology Biological Process	GO:0032368	99
Gene Ontology Biological Process	GO:0032369	25
Gene Ontology Biological Process	GO:0032370	55
Gene Ontology Biological Process	GO:0032371	43
Gene Ontology Biological Process	GO:0032372	12
Gene Ontology Biological Process	GO:0032373	20
Gene Ontology Biological Process	GO:0032374	43
Gene Ontology Biological Process	GO:0032375	12
Gene Ontology Biological Process	GO:0032376	20
Gene Ontology Biological Process	GO:0032386	498
Gene Ontology Biological Process	GO:0032387	120
Gene Ontology Biological Process	GO:0032388	293
Gene Ontology Biological Process	GO:0032392	84
Gene Ontology Biological Process	GO:0032400	25
Gene Ontology Biological Process	GO:0032401	23
Gene Ontology Biological Process	GO:0032402	22
Gene Ontology Biological Process	GO:0032409	211
Gene Ontology Biological Process	GO:0032410	65
Gene Ontology Biological Process	GO:0032411	77
Gene Ontology Biological Process	GO:0032412	191
Gene Ontology Biological Process	GO:0032413	57
Gene Ontology Biological Process	GO:0032414	68
Gene Ontology Biological Process	GO:0032418	62
Gene Ontology Biological Process	GO:0032429	10
Gene Ontology Biological Process	GO:0032434	111
Gene Ontology Biological Process	GO:0032435	25
Gene Ontology Biological Process	GO:0032436	78
Gene Ontology Biological Process	GO:0032438	26
Gene Ontology Biological Process	GO:0032446	905
Gene Ontology Biological Process	GO:0032456	33
Gene Ontology Biological Process	GO:0032459	37
Gene Ontology Biological Process	GO:0032460	15
Gene Ontology Biological Process	GO:0032461	22
Gene Ontology Biological Process	GO:0032462	18
Gene Ontology Biological Process	GO:0032463	10
Gene Ontology Biological Process	GO:0032465	66
Gene Ontology Biological Process	GO:0032467	37
Gene Ontology Biological Process	GO:0032469	21
Gene Ontology Biological Process	GO:0032479	118
Gene Ontology Biological Process	GO:0032480	45
Gene Ontology Biological Process	GO:0032481	72
Gene Ontology Biological Process	GO:0032486	13
Gene Ontology Biological Process	GO:0032490	11
Gene Ontology Biological Process	GO:0032495	15
Gene Ontology Biological Process	GO:0032496	304
Gene Ontology Biological Process	GO:0032501	7117
Gene Ontology Biological Process	GO:0032502	5864
Gene Ontology Biological Process	GO:0032504	799
Gene Ontology Biological Process	GO:0032506	19
Gene Ontology Biological Process	GO:0032507	85
Gene Ontology Biological Process	GO:0032508	74
Gene Ontology Biological Process	GO:0032509	12
Gene Ontology Biological Process	GO:0032515	16
Gene Ontology Biological Process	GO:0032516	16
Gene Ontology Biological Process	GO:0032525	10
Gene Ontology Biological Process	GO:0032526	106
Gene Ontology Biological Process	GO:0032527	39
Gene Ontology Biological Process	GO:0032528	24
Gene Ontology Biological Process	GO:0032530	13
Gene Ontology Biological Process	GO:0032535	323
Gene Ontology Biological Process	GO:0032536	13
Gene Ontology Biological Process	GO:0032543	120
Gene Ontology Biological Process	GO:0032570	42
Gene Ontology Biological Process	GO:0032602	75
Gene Ontology Biological Process	GO:0032604	15
Gene Ontology Biological Process	GO:0032606	119
Gene Ontology Biological Process	GO:0032607	22
Gene Ontology Biological Process	GO:0032608	47
Gene Ontology Biological Process	GO:0032609	101
Gene Ontology Biological Process	GO:0032611	56
Gene Ontology Biological Process	GO:0032612	68
Gene Ontology Biological Process	GO:0032613	44
Gene Ontology Biological Process	GO:0032615	51
Gene Ontology Biological Process	GO:0032616	21
Gene Ontology Biological Process	GO:0032620	25
Gene Ontology Biological Process	GO:0032623	57
Gene Ontology Biological Process	GO:0032633	32
Gene Ontology Biological Process	GO:0032634	20
Gene Ontology Biological Process	GO:0032635	109
Gene Ontology Biological Process	GO:0032637	66
Gene Ontology Biological Process	GO:0032640	103
Gene Ontology Biological Process	GO:0032642	68
Gene Ontology Biological Process	GO:0032645	15
Gene Ontology Biological Process	GO:0032647	21
Gene Ontology Biological Process	GO:0032648	45
Gene Ontology Biological Process	GO:0032649	92
Gene Ontology Biological Process	GO:0032651	46
Gene Ontology Biological Process	GO:0032652	58
Gene Ontology Biological Process	GO:0032653	42
Gene Ontology Biological Process	GO:0032655	49
Gene Ontology Biological Process	GO:0032656	19
Gene Ontology Biological Process	GO:0032660	22
Gene Ontology Biological Process	GO:0032663	50
Gene Ontology Biological Process	GO:0032673	27
Gene Ontology Biological Process	GO:0032674	19
Gene Ontology Biological Process	GO:0032675	103
Gene Ontology Biological Process	GO:0032677	60
Gene Ontology Biological Process	GO:0032680	101
Gene Ontology Biological Process	GO:0032682	17
Gene Ontology Biological Process	GO:0032688	12
Gene Ontology Biological Process	GO:0032689	31
Gene Ontology Biological Process	GO:0032691	12
Gene Ontology Biological Process	GO:0032692	18
Gene Ontology Biological Process	GO:0032693	16
Gene Ontology Biological Process	GO:0032695	15
Gene Ontology Biological Process	GO:0032700	11
Gene Ontology Biological Process	GO:0032703	18
Gene Ontology Biological Process	GO:0032715	37
Gene Ontology Biological Process	GO:0032717	16
Gene Ontology Biological Process	GO:0032720	43
Gene Ontology Biological Process	GO:0032722	50
Gene Ontology Biological Process	GO:0032725	13
Gene Ontology Biological Process	GO:0032727	16
Gene Ontology Biological Process	GO:0032728	29
Gene Ontology Biological Process	GO:0032729	63
Gene Ontology Biological Process	GO:0032731	30
Gene Ontology Biological Process	GO:0032732	36
Gene Ontology Biological Process	GO:0032733	29
Gene Ontology Biological Process	GO:0032735	32
Gene Ontology Biological Process	GO:0032736	14
Gene Ontology Biological Process	GO:0032740	13
Gene Ontology Biological Process	GO:0032743	30
Gene Ontology Biological Process	GO:0032753	22
Gene Ontology Biological Process	GO:0032754	11
Gene Ontology Biological Process	GO:0032755	66
Gene Ontology Biological Process	GO:0032757	43
Gene Ontology Biological Process	GO:0032760	57
Gene Ontology Biological Process	GO:0032768	57
Gene Ontology Biological Process	GO:0032769	11
Gene Ontology Biological Process	GO:0032770	28
Gene Ontology Biological Process	GO:0032774	3893
Gene Ontology Biological Process	GO:0032780	11
Gene Ontology Biological Process	GO:0032781	43
Gene Ontology Biological Process	GO:0032784	41
Gene Ontology Biological Process	GO:0032785	12
Gene Ontology Biological Process	GO:0032786	23
Gene Ontology Biological Process	GO:0032787	555
Gene Ontology Biological Process	GO:0032793	15
Gene Ontology Biological Process	GO:0032799	14
Gene Ontology Biological Process	GO:0032800	24
Gene Ontology Biological Process	GO:0032801	23
Gene Ontology Biological Process	GO:0032814	27
Gene Ontology Biological Process	GO:0032816	16
Gene Ontology Biological Process	GO:0032823	12
Gene Ontology Biological Process	GO:0032835	63
Gene Ontology Biological Process	GO:0032836	10
Gene Ontology Biological Process	GO:0032844	449
Gene Ontology Biological Process	GO:0032845	183
Gene Ontology Biological Process	GO:0032846	207
Gene Ontology Biological Process	GO:0032868	247
Gene Ontology Biological Process	GO:0032869	194
Gene Ontology Biological Process	GO:0032870	621
Gene Ontology Biological Process	GO:0032872	202
Gene Ontology Biological Process	GO:0032873	42
Gene Ontology Biological Process	GO:0032874	140
Gene Ontology Biological Process	GO:0032878	22
Gene Ontology Biological Process	GO:0032879	2470
