Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Biological Process	GO:0051208	107
Gene Ontology Biological Process	GO:0051209	103
Gene Ontology Biological Process	GO:0051216	182
Gene Ontology Biological Process	GO:0051220	43
Gene Ontology Biological Process	GO:0051222	460
Gene Ontology Biological Process	GO:0051223	742
Gene Ontology Biological Process	GO:0051224	195
Gene Ontology Biological Process	GO:0051225	87
Gene Ontology Biological Process	GO:0051231	12
Gene Ontology Biological Process	GO:0051234	5092
Gene Ontology Biological Process	GO:0051235	292
Gene Ontology Biological Process	GO:0051236	196
Gene Ontology Biological Process	GO:0051238	125
Gene Ontology Biological Process	GO:0051239	2641
Gene Ontology Biological Process	GO:0051240	1436
Gene Ontology Biological Process	GO:0051241	999
Gene Ontology Biological Process	GO:0051246	2531
Gene Ontology Biological Process	GO:0051247	1524
Gene Ontology Biological Process	GO:0051248	1076
Gene Ontology Biological Process	GO:0051249	430
Gene Ontology Biological Process	GO:0051250	123
Gene Ontology Biological Process	GO:0051251	301
Gene Ontology Biological Process	GO:0051252	3758
Gene Ontology Biological Process	GO:0051253	1231
Gene Ontology Biological Process	GO:0051254	1426
Gene Ontology Biological Process	GO:0051255	11
Gene Ontology Biological Process	GO:0051256	10
Gene Ontology Biological Process	GO:0051258	241
Gene Ontology Biological Process	GO:0051259	485
Gene Ontology Biological Process	GO:0051260	288
Gene Ontology Biological Process	GO:0051261	92
Gene Ontology Biological Process	GO:0051262	142
Gene Ontology Biological Process	GO:0051270	794
Gene Ontology Biological Process	GO:0051271	243
Gene Ontology Biological Process	GO:0051272	420
Gene Ontology Biological Process	GO:0051276	1165
Gene Ontology Biological Process	GO:0051279	71
Gene Ontology Biological Process	GO:0051280	13
Gene Ontology Biological Process	GO:0051281	36
Gene Ontology Biological Process	GO:0051282	104
Gene Ontology Biological Process	GO:0051283	103
Gene Ontology Biological Process	GO:0051284	14
Gene Ontology Biological Process	GO:0051289	70
Gene Ontology Biological Process	GO:0051290	44
Gene Ontology Biological Process	GO:0051291	119
Gene Ontology Biological Process	GO:0051292	10
Gene Ontology Biological Process	GO:0051293	28
Gene Ontology Biological Process	GO:0051294	20
Gene Ontology Biological Process	GO:0051297	113
Gene Ontology Biological Process	GO:0051298	63
Gene Ontology Biological Process	GO:0051299	14
Gene Ontology Biological Process	GO:0051301	565
Gene Ontology Biological Process	GO:0051302	135
Gene Ontology Biological Process	GO:0051303	69
Gene Ontology Biological Process	GO:0051304	68
Gene Ontology Biological Process	GO:0051306	48
Gene Ontology Biological Process	GO:0051307	18
Gene Ontology Biological Process	GO:0051310	50
Gene Ontology Biological Process	GO:0051315	10
Gene Ontology Biological Process	GO:0051321	233
Gene Ontology Biological Process	GO:0051336	1358
Gene Ontology Biological Process	GO:0051338	958
Gene Ontology Biological Process	GO:0051339	94
Gene Ontology Biological Process	GO:0051341	88
Gene Ontology Biological Process	GO:0051345	945
Gene Ontology Biological Process	GO:0051346	398
Gene Ontology Biological Process	GO:0051347	649
Gene Ontology Biological Process	GO:0051348	353
Gene Ontology Biological Process	GO:0051349	63
Gene Ontology Biological Process	GO:0051350	32
Gene Ontology Biological Process	GO:0051353	48
Gene Ontology Biological Process	GO:0051354	23
Gene Ontology Biological Process	GO:0051382	14
Gene Ontology Biological Process	GO:0051383	18
Gene Ontology Biological Process	GO:0051384	145
Gene Ontology Biological Process	GO:0051385	32
Gene Ontology Biological Process	GO:0051386	11
Gene Ontology Biological Process	GO:0051402	219
Gene Ontology Biological Process	GO:0051403	251
Gene Ontology Biological Process	GO:0051409	10
Gene Ontology Biological Process	GO:0051412	21
Gene Ontology Biological Process	GO:0051436	72
Gene Ontology Biological Process	GO:0051437	77
Gene Ontology Biological Process	GO:0051438	124
Gene Ontology Biological Process	GO:0051439	73
Gene Ontology Biological Process	GO:0051443	105
Gene Ontology Biological Process	GO:0051444	84
Gene Ontology Biological Process	GO:0051445	39
Gene Ontology Biological Process	GO:0051446	14
Gene Ontology Biological Process	GO:0051447	17
Gene Ontology Biological Process	GO:0051450	14
Gene Ontology Biological Process	GO:0051451	10
Gene Ontology Biological Process	GO:0051452	48
Gene Ontology Biological Process	GO:0051453	90
Gene Ontology Biological Process	GO:0051457	15
Gene Ontology Biological Process	GO:0051480	298
Gene Ontology Biological Process	GO:0051481	14
Gene Ontology Biological Process	GO:0051482	28
Gene Ontology Biological Process	GO:0051489	40
Gene Ontology Biological Process	GO:0051491	28
Gene Ontology Biological Process	GO:0051492	71
Gene Ontology Biological Process	GO:0051493	426
Gene Ontology Biological Process	GO:0051494	119
Gene Ontology Biological Process	GO:0051495	191
Gene Ontology Biological Process	GO:0051496	44
Gene Ontology Biological Process	GO:0051497	20
Gene Ontology Biological Process	GO:0051503	13
Gene Ontology Biological Process	GO:0051531	16
Gene Ontology Biological Process	GO:0051532	15
Gene Ontology Biological Process	GO:0051533	10
Gene Ontology Biological Process	GO:0051546	15
Gene Ontology Biological Process	GO:0051547	10
Gene Ontology Biological Process	GO:0051560	22
Gene Ontology Biological Process	GO:0051561	10
Gene Ontology Biological Process	GO:0051567	32
Gene Ontology Biological Process	GO:0051568	51
Gene Ontology Biological Process	GO:0051569	26
Gene Ontology Biological Process	GO:0051570	23
Gene Ontology Biological Process	GO:0051571	15
Gene Ontology Biological Process	GO:0051573	12
Gene Ontology Biological Process	GO:0051574	10
Gene Ontology Biological Process	GO:0051580	13
Gene Ontology Biological Process	GO:0051583	12
Gene Ontology Biological Process	GO:0051588	64
Gene Ontology Biological Process	GO:0051589	15
Gene Ontology Biological Process	GO:0051590	16
Gene Ontology Biological Process	GO:0051591	94
Gene Ontology Biological Process	GO:0051592	115
Gene Ontology Biological Process	GO:0051593	11
Gene Ontology Biological Process	GO:0051602	40
Gene Ontology Biological Process	GO:0051603	636
Gene Ontology Biological Process	GO:0051604	258
Gene Ontology Biological Process	GO:0051606	678
Gene Ontology Biological Process	GO:0051607	234
Gene Ontology Biological Process	GO:0051608	11
Gene Ontology Biological Process	GO:0051639	10
Gene Ontology Biological Process	GO:0051640	496
Gene Ontology Biological Process	GO:0051641	2538
Gene Ontology Biological Process	GO:0051642	23
Gene Ontology Biological Process	GO:0051645	12
Gene Ontology Biological Process	GO:0051646	39
Gene Ontology Biological Process	GO:0051647	21
Gene Ontology Biological Process	GO:0051648	257
Gene Ontology Biological Process	GO:0051649	2012
Gene Ontology Biological Process	GO:0051650	241
Gene Ontology Biological Process	GO:0051651	105
Gene Ontology Biological Process	GO:0051653	33
Gene Ontology Biological Process	GO:0051654	19
Gene Ontology Biological Process	GO:0051656	426
Gene Ontology Biological Process	GO:0051657	12
Gene Ontology Biological Process	GO:0051665	10
Gene Ontology Biological Process	GO:0051668	81
Gene Ontology Biological Process	GO:0051674	1416
Gene Ontology Biological Process	GO:0051693	37
Gene Ontology Biological Process	GO:0051701	196
Gene Ontology Biological Process	GO:0051702	63
Gene Ontology Biological Process	GO:0051703	48
Gene Ontology Biological Process	GO:0051704	2348
Gene Ontology Biological Process	GO:0051705	64
Gene Ontology Biological Process	GO:0051707	841
Gene Ontology Biological Process	GO:0051716	6917
Gene Ontology Biological Process	GO:0051726	999
Gene Ontology Biological Process	GO:0051764	12
Gene Ontology Biological Process	GO:0051767	18
Gene Ontology Biological Process	GO:0051769	18
Gene Ontology Biological Process	GO:0051770	14
Gene Ontology Biological Process	GO:0051775	12
Gene Ontology Biological Process	GO:0051781	84
Gene Ontology Biological Process	GO:0051782	16
Gene Ontology Biological Process	GO:0051783	173
Gene Ontology Biological Process	GO:0051784	51
Gene Ontology Biological Process	GO:0051785	57
Gene Ontology Biological Process	GO:0051788	23
Gene Ontology Biological Process	GO:0051797	18
Gene Ontology Biological Process	GO:0051798	11
Gene Ontology Biological Process	GO:0051806	129
Gene Ontology Biological Process	GO:0051817	94
Gene Ontology Biological Process	GO:0051818	12
Gene Ontology Biological Process	GO:0051828	129
Gene Ontology Biological Process	GO:0051851	59
Gene Ontology Biological Process	GO:0051865	54
Gene Ontology Biological Process	GO:0051875	26
Gene Ontology Biological Process	GO:0051881	62
Gene Ontology Biological Process	GO:0051882	23
Gene Ontology Biological Process	GO:0051883	12
Gene Ontology Biological Process	GO:0051893	51
Gene Ontology Biological Process	GO:0051894	23
Gene Ontology Biological Process	GO:0051895	15
Gene Ontology Biological Process	GO:0051896	125
Gene Ontology Biological Process	GO:0051897	83
Gene Ontology Biological Process	GO:0051898	37
Gene Ontology Biological Process	GO:0051899	97
Gene Ontology Biological Process	GO:0051900	20
Gene Ontology Biological Process	GO:0051901	10
Gene Ontology Biological Process	GO:0051904	23
Gene Ontology Biological Process	GO:0051905	24
Gene Ontology Biological Process	GO:0051917	14
Gene Ontology Biological Process	GO:0051918	10
Gene Ontology Biological Process	GO:0051923	16
Gene Ontology Biological Process	GO:0051924	205
Gene Ontology Biological Process	GO:0051926	55
Gene Ontology Biological Process	GO:0051928	98
Gene Ontology Biological Process	GO:0051930	32
Gene Ontology Biological Process	GO:0051931	32
Gene Ontology Biological Process	GO:0051932	39
Gene Ontology Biological Process	GO:0051934	12
Gene Ontology Biological Process	GO:0051937	62
Gene Ontology Biological Process	GO:0051952	73
Gene Ontology Biological Process	GO:0051953	22
Gene Ontology Biological Process	GO:0051954	31
Gene Ontology Biological Process	GO:0051955	27
Gene Ontology Biological Process	GO:0051956	10
Gene Ontology Biological Process	GO:0051957	15
Gene Ontology Biological Process	GO:0051960	755
Gene Ontology Biological Process	GO:0051961	256
Gene Ontology Biological Process	GO:0051962	453
Gene Ontology Biological Process	GO:0051963	81
Gene Ontology Biological Process	GO:0051965	62
Gene Ontology Biological Process	GO:0051966	58
Gene Ontology Biological Process	GO:0051967	14
Gene Ontology Biological Process	GO:0051968	20
Gene Ontology Biological Process	GO:0051969	16
Gene Ontology Biological Process	GO:0051972	44
Gene Ontology Biological Process	GO:0051973	35
Gene Ontology Biological Process	GO:0051983	83
Gene Ontology Biological Process	GO:0051984	21
Gene Ontology Biological Process	GO:0051985	35
Gene Ontology Biological Process	GO:0051988	11
Gene Ontology Biological Process	GO:0052126	35
Gene Ontology Biological Process	GO:0052192	35
Gene Ontology Biological Process	GO:0052312	26
Gene Ontology Biological Process	GO:0052472	25
Gene Ontology Biological Process	GO:0052547	397
Gene Ontology Biological Process	GO:0052548	370
Gene Ontology Biological Process	GO:0052652	156
Gene Ontology Biological Process	GO:0052695	17
Gene Ontology Biological Process	GO:0052803	12
Gene Ontology Biological Process	GO:0055001	151
Gene Ontology Biological Process	GO:0055002	136
Gene Ontology Biological Process	GO:0055003	17
Gene Ontology Biological Process	GO:0055006	64
Gene Ontology Biological Process	GO:0055007	97
Gene Ontology Biological Process	GO:0055008	62
Gene Ontology Biological Process	GO:0055010	47
Gene Ontology Biological Process	GO:0055012	18
Gene Ontology Biological Process	GO:0055013	59
Gene Ontology Biological Process	GO:0055015	13
Gene Ontology Biological Process	GO:0055017	67
Gene Ontology Biological Process	GO:0055021	46
Gene Ontology Biological Process	GO:0055022	15
Gene Ontology Biological Process	GO:0055023	29
Gene Ontology Biological Process	GO:0055024	66
Gene Ontology Biological Process	GO:0055025	40
Gene Ontology Biological Process	GO:0055026	23
Gene Ontology Biological Process	GO:0055057	13
Gene Ontology Biological Process	GO:0055062	12
Gene Ontology Biological Process	GO:0055065	556
Gene Ontology Biological Process	GO:0055067	143
Gene Ontology Biological Process	GO:0055069	27
Gene Ontology Biological Process	GO:0055070	16
Gene Ontology Biological Process	GO:0055072	71
Gene Ontology Biological Process	GO:0055074	405
Gene Ontology Biological Process	GO:0055075	15
Gene Ontology Biological Process	GO:0055076	112
Gene Ontology Biological Process	GO:0055078	44
Gene Ontology Biological Process	GO:0055080	643
Gene Ontology Biological Process	GO:0055081	41
Gene Ontology Biological Process	GO:0055082	709
Gene Ontology Biological Process	GO:0055083	17
Gene Ontology Biological Process	GO:0055085	1384
Gene Ontology Biological Process	GO:0055086	721
Gene Ontology Biological Process	GO:0055088	109
Gene Ontology Biological Process	GO:0055089	13
Gene Ontology Biological Process	GO:0055090	33
Gene Ontology Biological Process	GO:0055092	70
Gene Ontology Biological Process	GO:0055093	19
Gene Ontology Biological Process	GO:0055094	22
Gene Ontology Biological Process	GO:0055098	16
Gene Ontology Biological Process	GO:0055114	983
Gene Ontology Biological Process	GO:0055117	72
Gene Ontology Biological Process	GO:0055119	17
Gene Ontology Biological Process	GO:0055123	138
Gene Ontology Biological Process	GO:0060004	18
Gene Ontology Biological Process	GO:0060008	20
Gene Ontology Biological Process	GO:0060009	14
Gene Ontology Biological Process	GO:0060021	88
Gene Ontology Biological Process	GO:0060026	15
Gene Ontology Biological Process	GO:0060033	11
Gene Ontology Biological Process	GO:0060037	25
Gene Ontology Biological Process	GO:0060038	44
Gene Ontology Biological Process	GO:0060039	20
Gene Ontology Biological Process	GO:0060041	138
Gene Ontology Biological Process	GO:0060042	47
Gene Ontology Biological Process	GO:0060043	34
Gene Ontology Biological Process	GO:0060044	10
Gene Ontology Biological Process	GO:0060045	22
Gene Ontology Biological Process	GO:0060046	19
Gene Ontology Biological Process	GO:0060047	259
Gene Ontology Biological Process	GO:0060048	124
Gene Ontology Biological Process	GO:0060049	19
Gene Ontology Biological Process	GO:0060055	18
Gene Ontology Biological Process	GO:0060065	20
Gene Ontology Biological Process	GO:0060070	290
Gene Ontology Biological Process	GO:0060071	110
Gene Ontology Biological Process	GO:0060074	19
Gene Ontology Biological Process	GO:0060078	133
Gene Ontology Biological Process	GO:0060079	98
Gene Ontology Biological Process	GO:0060080	14
Gene Ontology Biological Process	GO:0060081	12
Gene Ontology Biological Process	GO:0060088	10
Gene Ontology Biological Process	GO:0060099	11
Gene Ontology Biological Process	GO:0060113	54
Gene Ontology Biological Process	GO:0060117	18
Gene Ontology Biological Process	GO:0060119	39
Gene Ontology Biological Process	GO:0060122	25
Gene Ontology Biological Process	GO:0060123	12
Gene Ontology Biological Process	GO:0060134	13
Gene Ontology Biological Process	GO:0060135	60
Gene Ontology Biological Process	GO:0060142	26
Gene Ontology Biological Process	GO:0060143	24
Gene Ontology Biological Process	GO:0060147	32
Gene Ontology Biological Process	GO:0060148	21
Gene Ontology Biological Process	GO:0060149	12
Gene Ontology Biological Process	GO:0060158	13
Gene Ontology Biological Process	GO:0060159	10
Gene Ontology Biological Process	GO:0060173	169
Gene Ontology Biological Process	GO:0060174	10
Gene Ontology Biological Process	GO:0060177	13
Gene Ontology Biological Process	GO:0060191	79
Gene Ontology Biological Process	GO:0060192	15
Gene Ontology Biological Process	GO:0060193	63
Gene Ontology Biological Process	GO:0060211	11
Gene Ontology Biological Process	GO:0060213	11
Gene Ontology Biological Process	GO:0060216	20
Gene Ontology Biological Process	GO:0060218	17
Gene Ontology Biological Process	GO:0060219	16
Gene Ontology Biological Process	GO:0060231	20
Gene Ontology Biological Process	GO:0060236	23
Gene Ontology Biological Process	GO:0060249	372
Gene Ontology Biological Process	GO:0060251	24
Gene Ontology Biological Process	GO:0060252	10
Gene Ontology Biological Process	GO:0060253	13
Gene Ontology Biological Process	GO:0060255	5871
Gene Ontology Biological Process	GO:0060259	21
Gene Ontology Biological Process	GO:0060260	26
Gene Ontology Biological Process	GO:0060261	19
Gene Ontology Biological Process	GO:0060263	14
Gene Ontology Biological Process	GO:0060271	335
Gene Ontology Biological Process	GO:0060272	12
Gene Ontology Biological Process	GO:0060284	775
Gene Ontology Biological Process	GO:0060285	29
Gene Ontology Biological Process	GO:0060291	56
Gene Ontology Biological Process	GO:0060292	23
Gene Ontology Biological Process	GO:0060294	18
Gene Ontology Biological Process	GO:0060306	30
Gene Ontology Biological Process	GO:0060307	19
Gene Ontology Biological Process	GO:0060314	26
Gene Ontology Biological Process	GO:0060315	11
Gene Ontology Biological Process	GO:0060317	31
Gene Ontology Biological Process	GO:0060322	709
Gene Ontology Biological Process	GO:0060323	34
Gene Ontology Biological Process	GO:0060324	47
Gene Ontology Biological Process	GO:0060325	29
Gene Ontology Biological Process	GO:0060326	250
Gene Ontology Biological Process	GO:0060330	21
Gene Ontology Biological Process	GO:0060333	85
Gene Ontology Biological Process	GO:0060334	20
Gene Ontology Biological Process	GO:0060337	81
Gene Ontology Biological Process	GO:0060338	40
Gene Ontology Biological Process	GO:0060340	10
Gene Ontology Biological Process	GO:0060341	837
Gene Ontology Biological Process	GO:0060343	26
Gene Ontology Biological Process	GO:0060346	10
Gene Ontology Biological Process	GO:0060347	15
Gene Ontology Biological Process	GO:0060348	183
Gene Ontology Biological Process	GO:0060349	87
Gene Ontology Biological Process	GO:0060350	49
Gene Ontology Biological Process	GO:0060351	23
Gene Ontology Biological Process	GO:0060359	120
Gene Ontology Biological Process	GO:0060379	11
Gene Ontology Biological Process	GO:0060384	25
Gene Ontology Biological Process	GO:0060389	63
Gene Ontology Biological Process	GO:0060390	16
Gene Ontology Biological Process	GO:0060391	12
Gene Ontology Biological Process	GO:0060393	60
Gene Ontology Biological Process	GO:0060394	10
Gene Ontology Biological Process	GO:0060395	57
Gene Ontology Biological Process	GO:0060396	22
Gene Ontology Biological Process	GO:0060397	15
Gene Ontology Biological Process	GO:0060401	139
Gene Ontology Biological Process	GO:0060402	128
Gene Ontology Biological Process	GO:0060411	63
Gene Ontology Biological Process	GO:0060412	37
Gene Ontology Biological Process	GO:0060413	16
Gene Ontology Biological Process	GO:0060415	73
Gene Ontology Biological Process	GO:0060416	35
Gene Ontology Biological Process	GO:0060419	73
Gene Ontology Biological Process	GO:0060420	51
Gene Ontology Biological Process	GO:0060421	33
Gene Ontology Biological Process	GO:0060425	52
Gene Ontology Biological Process	GO:0060428	40
Gene Ontology Biological Process	GO:0060429	1216
Gene Ontology Biological Process	GO:0060433	11
Gene Ontology Biological Process	GO:0060438	19
Gene Ontology Biological Process	GO:0060439	11
Gene Ontology Biological Process	GO:0060441	29
Gene Ontology Biological Process	GO:0060442	12
Gene Ontology Biological Process	GO:0060443	45
Gene Ontology Biological Process	GO:0060444	23
Gene Ontology Biological Process	GO:0060445	23
Gene Ontology Biological Process	GO:0060452	11
Gene Ontology Biological Process	GO:0060453	10
Gene Ontology Biological Process	GO:0060456	11
Gene Ontology Biological Process	GO:0060457	17
Gene Ontology Biological Process	GO:0060479	27
Gene Ontology Biological Process	GO:0060484	10
Gene Ontology Biological Process	GO:0060485	238
Gene Ontology Biological Process	GO:0060487	26
Gene Ontology Biological Process	GO:0060491	149
Gene Ontology Biological Process	GO:0060502	10
Gene Ontology Biological Process	GO:0060512	28
Gene Ontology Biological Process	GO:0060513	10
Gene Ontology Biological Process	GO:0060525	11
Gene Ontology Biological Process	GO:0060536	12
Gene Ontology Biological Process	GO:0060537	351
Gene Ontology Biological Process	GO:0060538	161
Gene Ontology Biological Process	GO:0060541	197
Gene Ontology Biological Process	GO:0060544	20
Gene Ontology Biological Process	GO:0060546	10
Gene Ontology Biological Process	GO:0060547	13
Gene Ontology Biological Process	GO:0060548	895
Gene Ontology Biological Process	GO:0060560	205
Gene Ontology Biological Process	GO:0060561	24
Gene Ontology Biological Process	GO:0060562	309
Gene Ontology Biological Process	GO:0060563	49
Gene Ontology Biological Process	GO:0060571	25
Gene Ontology Biological Process	GO:0060572	17
Gene Ontology Biological Process	GO:0060573	10
Gene Ontology Biological Process	GO:0060575	18
Gene Ontology Biological Process	GO:0060576	11
Gene Ontology Biological Process	GO:0060579	14
Gene Ontology Biological Process	GO:0060581	14
Gene Ontology Biological Process	GO:0060600	10
Gene Ontology Biological Process	GO:0060601	13
Gene Ontology Biological Process	GO:0060602	20
Gene Ontology Biological Process	GO:0060603	31
Gene Ontology Biological Process	GO:0060606	86
Gene Ontology Biological Process	GO:0060612	34
Gene Ontology Biological Process	GO:0060627	450
Gene Ontology Biological Process	GO:0060628	12
Gene Ontology Biological Process	GO:0060632	18
Gene Ontology Biological Process	GO:0060644	17
Gene Ontology Biological Process	GO:0060669	22
Gene Ontology Biological Process	GO:0060670	11
Gene Ontology Biological Process	GO:0060674	29
Gene Ontology Biological Process	GO:0060675	64
Gene Ontology Biological Process	GO:0060688	54
Gene Ontology Biological Process	GO:0060706	26
Gene Ontology Biological Process	GO:0060707	12
Gene Ontology Biological Process	GO:0060711	47
Gene Ontology Biological Process	GO:0060712	15
Gene Ontology Biological Process	GO:0060713	19
Gene Ontology Biological Process	GO:0060716	20
Gene Ontology Biological Process	GO:0060732	13
Gene Ontology Biological Process	GO:0060736	11
Gene Ontology Biological Process	GO:0060740	26
Gene Ontology Biological Process	GO:0060742	12
Gene Ontology Biological Process	GO:0060746	14
Gene Ontology Biological Process	GO:0060749	17
Gene Ontology Biological Process	GO:0060759	151
Gene Ontology Biological Process	GO:0060760	36
Gene Ontology Biological Process	GO:0060761	47
Gene Ontology Biological Process	GO:0060765	26
Gene Ontology Biological Process	GO:0060766	12
Gene Ontology Biological Process	GO:0060767	11
Gene Ontology Biological Process	GO:0060768	10
Gene Ontology Biological Process	GO:0060788	15
Gene Ontology Biological Process	GO:0060795	35
Gene Ontology Biological Process	GO:0060828	239
Gene Ontology Biological Process	GO:0060831	14
Gene Ontology Biological Process	GO:0060840	78
Gene Ontology Biological Process	GO:0060841	16
Gene Ontology Biological Process	GO:0060850	15
Gene Ontology Biological Process	GO:0060856	11
Gene Ontology Biological Process	GO:0060900	12
Gene Ontology Biological Process	GO:0060911	12
Gene Ontology Biological Process	GO:0060914	22
Gene Ontology Biological Process	GO:0060964	29
Gene Ontology Biological Process	GO:0060965	10
Gene Ontology Biological Process	GO:0060966	32
Gene Ontology Biological Process	GO:0060967	12
Gene Ontology Biological Process	GO:0060968	64
Gene Ontology Biological Process	GO:0060969	21
Gene Ontology Biological Process	GO:0060972	21
Gene Ontology Biological Process	GO:0060973	14
Gene Ontology Biological Process	GO:0060976	43
Gene Ontology Biological Process	GO:0060977	13
Gene Ontology Biological Process	GO:0060986	44
Gene Ontology Biological Process	GO:0060993	92
Gene Ontology Biological Process	GO:0060996	83
Gene Ontology Biological Process	GO:0060997	46
Gene Ontology Biological Process	GO:0060998	62
Gene Ontology Biological Process	GO:0060999	39
Gene Ontology Biological Process	GO:0061000	12
Gene Ontology Biological Process	GO:0061001	34
Gene Ontology Biological Process	GO:0061003	17
Gene Ontology Biological Process	GO:0061005	56
Gene Ontology Biological Process	GO:0061008	133
Gene Ontology Biological Process	GO:0061013	32
Gene Ontology Biological Process	GO:0061014	26
Gene Ontology Biological Process	GO:0061024	1066
Gene Ontology Biological Process	GO:0061025	238
Gene Ontology Biological Process	GO:0061028	39
Gene Ontology Biological Process	GO:0061029	13
Gene Ontology Biological Process	GO:0061035	65
Gene Ontology Biological Process	GO:0061036	30
Gene Ontology Biological Process	GO:0061037	27
Gene Ontology Biological Process	GO:0061041	128
Gene Ontology Biological Process	GO:0061045	64
Gene Ontology Biological Process	GO:0061049	19
Gene Ontology Biological Process	GO:0061050	12
Gene Ontology Biological Process	GO:0061053	85
Gene Ontology Biological Process	GO:0061061	576
Gene Ontology Biological Process	GO:0061077	65
Gene Ontology Biological Process	GO:0061081	11
Gene Ontology Biological Process	GO:0061082	22
Gene Ontology Biological Process	GO:0061088	10
Gene Ontology Biological Process	GO:0061097	68
Gene Ontology Biological Process	GO:0061098	40
Gene Ontology Biological Process	GO:0061099	24
Gene Ontology Biological Process	GO:0061117	15
Gene Ontology Biological Process	GO:0061136	149
Gene Ontology Biological Process	GO:0061138	180
Gene Ontology Biological Process	GO:0061140	10
Gene Ontology Biological Process	GO:0061154	15
Gene Ontology Biological Process	GO:0061157	19
Gene Ontology Biological Process	GO:0061158	12
Gene Ontology Biological Process	GO:0061162	13
Gene Ontology Biological Process	GO:0061178	50
Gene Ontology Biological Process	GO:0061180	66
Gene Ontology Biological Process	GO:0061213	22
Gene Ontology Biological Process	GO:0061217	26
Gene Ontology Biological Process	GO:0061245	38
Gene Ontology Biological Process	GO:0061298	16
Gene Ontology Biological Process	GO:0061311	26
Gene Ontology Biological Process	GO:0061318	19
Gene Ontology Biological Process	GO:0061323	16
Gene Ontology Biological Process	GO:0061326	94
Gene Ontology Biological Process	GO:0061333	77
Gene Ontology Biological Process	GO:0061337	137
Gene Ontology Biological Process	GO:0061339	14
Gene Ontology Biological Process	GO:0061351	129
Gene Ontology Biological Process	GO:0061365	11
Gene Ontology Biological Process	GO:0061371	63
Gene Ontology Biological Process	GO:0061377	17
Gene Ontology Biological Process	GO:0061383	48
Gene Ontology Biological Process	GO:0061384	34
Gene Ontology Biological Process	GO:0061387	90
Gene Ontology Biological Process	GO:0061418	79
Gene Ontology Biological Process	GO:0061430	12
Gene Ontology Biological Process	GO:0061436	20
Gene Ontology Biological Process	GO:0061437	26
Gene Ontology Biological Process	GO:0061440	26
Gene Ontology Biological Process	GO:0061448	236
Gene Ontology Biological Process	GO:0061458	424
Gene Ontology Biological Process	GO:0061462	28
Gene Ontology Biological Process	GO:0061469	10
Gene Ontology Biological Process	GO:0061512	34
Gene Ontology Biological Process	GO:0061515	55
Gene Ontology Biological Process	GO:0061548	13
Gene Ontology Biological Process	GO:0061564	458
Gene Ontology Biological Process	GO:0061572	133
Gene Ontology Biological Process	GO:0061577	10
Gene Ontology Biological Process	GO:0061614	30
Gene Ontology Biological Process	GO:0061615	27
Gene Ontology Biological Process	GO:0061620	27
Gene Ontology Biological Process	GO:0061621	26
Gene Ontology Biological Process	GO:0061640	46
Gene Ontology Biological Process	GO:0061641	42
Gene Ontology Biological Process	GO:0061647	42
Gene Ontology Biological Process	GO:0061684	11
Gene Ontology Biological Process	GO:0061718	26
Gene Ontology Biological Process	GO:0061726	79
Gene Ontology Biological Process	GO:0061756	24
Gene Ontology Biological Process	GO:0061842	24
Gene Ontology Biological Process	GO:0065002	54
Gene Ontology Biological Process	GO:0065003	1713
Gene Ontology Biological Process	GO:0065004	239
Gene Ontology Biological Process	GO:0065005	23
Gene Ontology Biological Process	GO:0065007	11552
Gene Ontology Biological Process	GO:0065008	3494
Gene Ontology Biological Process	GO:0065009	2957
Gene Ontology Biological Process	GO:0070059	59
Gene Ontology Biological Process	GO:0070071	13
Gene Ontology Biological Process	GO:0070076	26
Gene Ontology Biological Process	GO:0070085	287
Gene Ontology Biological Process	GO:0070098	81
Gene Ontology Biological Process	GO:0070102	10
Gene Ontology Biological Process	GO:0070125	86
Gene Ontology Biological Process	GO:0070126	87
Gene Ontology Biological Process	GO:0070129	16
Gene Ontology Biological Process	GO:0070166	15
Gene Ontology Biological Process	GO:0070167	76
Gene Ontology Biological Process	GO:0070168	21
Gene Ontology Biological Process	GO:0070169	39
Gene Ontology Biological Process	GO:0070189	10
Gene Ontology Biological Process	GO:0070192	67
Gene Ontology Biological Process	GO:0070193	23
Gene Ontology Biological Process	GO:0070198	27
Gene Ontology Biological Process	GO:0070199	23
Gene Ontology Biological Process	GO:0070200	15
Gene Ontology Biological Process	GO:0070201	816
Gene Ontology Biological Process	GO:0070202	11
Gene Ontology Biological Process	GO:0070203	10
Gene Ontology Biological Process	GO:0070206	47
Gene Ontology Biological Process	GO:0070207	26
Gene Ontology Biological Process	GO:0070208	13
Gene Ontology Biological Process	GO:0070227	69
Gene Ontology Biological Process	GO:0070228	54
Gene Ontology Biological Process	GO:0070229	28
Gene Ontology Biological Process	GO:0070230	20
Gene Ontology Biological Process	GO:0070231	48
Gene Ontology Biological Process	GO:0070232	33
Gene Ontology Biological Process	GO:0070233	17
Gene Ontology Biological Process	GO:0070234	15
Gene Ontology Biological Process	GO:0070242	16
Gene Ontology Biological Process	GO:0070243	11
Gene Ontology Biological Process	GO:0070252	104
Gene Ontology Biological Process	GO:0070254	11
Gene Ontology Biological Process	GO:0070262	12
Gene Ontology Biological Process	GO:0070265	49
Gene Ontology Biological Process	GO:0070266	37
Gene Ontology Biological Process	GO:0070268	110
Gene Ontology Biological Process	GO:0070271	1362
